Region: Ilessan Hills
B0000014.RDB,   X:1, Z:0

Dungeon: Gondistyr Laboratory
Type: Laboratory
Total Size: 12
B0000005.RDB,   X:-2, Z:-1
B0000001.RDB,   X:-2, Z:0
B0000001.RDB,   X:-1, Z:-2
W0000000.RDB,   X:-1, Z:-1
N0000085.RDB,   X:-1, Z:0
B0000007.RDB,   X:-1, Z:1
B0000001.RDB,   X:0, Z:-2
N0000020.RDB,   X:0, Z:-1
N0000062.RDB,   X:0, Z:0
B0000009.RDB,   X:0, Z:1
B0000006.RDB,   X:1, Z:-1
B0000013.RDB,   X:1, Z:0

Dungeon: The Barrow of Magnovulon
Type: Crypt
Total Size: 8
B0000004.RDB,   X:-2, Z:0
B0000006.RDB,   X:-1, Z:-1
W0000018.RDB,   X:-1, Z:0
B0000010.RDB,   X:-1, Z:1
B0000014.RDB,   X:0, Z:-1
W0000011.RDB,   X:0, Z:0
B0000000.RDB,   X:0, Z:1
B0000003.RDB,   X:1, Z:0

Dungeon: The Masterton Cemetery
Type: Forgotten Cemetery
Total Size: 5
B0000011.RDB,   X:-1, Z:0
B0000011.RDB,   X:0, Z:-1
M0000004.RDB,   X:0, Z:0
B0000014.RDB,   X:0, Z:1
B0000001.RDB,   X:1, Z:0

Dungeon: Ruins of Old Evelolda's Hovel
Type: Prison
Total Size: 8
B0000007.RDB,   X:-1, Z:-1
B0000001.RDB,   X:-1, Z:0
B0000011.RDB,   X:0, Z:-2
N0000077.RDB,   X:0, Z:-1
N0000057.RDB,   X:0, Z:0
B0000000.RDB,   X:0, Z:1
B0000003.RDB,   X:1, Z:-1
B0000002.RDB,   X:1, Z:0

Dungeon: Ruins of Old Chrystanna's Farm
Type: Ruined Castle
Total Size: 13
B0000011.RDB,   X:-1, Z:-2
B0000005.RDB,   X:-1, Z:-1
B0000012.RDB,   X:-1, Z:0
B0000014.RDB,   X:0, Z:-3
W0000010.RDB,   X:0, Z:-2
W0000027.RDB,   X:0, Z:-1
N0000012.RDB,   X:0, Z:0
B0000014.RDB,   X:0, Z:1
B0000008.RDB,   X:1, Z:-3
W0000000.RDB,   X:1, Z:-2
B0000012.RDB,   X:1, Z:-1
B0000003.RDB,   X:1, Z:0
B0000008.RDB,   X:2, Z:-2

Dungeon: The Stronghold of Wooding
Type: Spider Nest
Total Size: 12
B0000011.RDB,   X:-1, Z:-2
B0000005.RDB,   X:-1, Z:-1
B0000011.RDB,   X:-1, Z:0
B0000012.RDB,   X:0, Z:-3
W0000027.RDB,   X:0, Z:-2
N0000009.RDB,   X:0, Z:-1
N0000028.RDB,   X:0, Z:0
B0000011.RDB,   X:0, Z:1
B0000007.RDB,   X:1, Z:-2
W0000022.RDB,   X:1, Z:-1
B0000004.RDB,   X:1, Z:0
B0000008.RDB,   X:2, Z:-1

Dungeon: The Hold of Mastersmith
Type: Giant Stronghold
Total Size: 13
B0000006.RDB,   X:-1, Z:-2
B0000000.RDB,   X:-1, Z:-1
B0000000.RDB,   X:-1, Z:0
B0000007.RDB,   X:0, Z:-3
W0000022.RDB,   X:0, Z:-2
N0000033.RDB,   X:0, Z:-1
N0000009.RDB,   X:0, Z:0
B0000009.RDB,   X:0, Z:1
B0000008.RDB,   X:1, Z:-2
B0000013.RDB,   X:1, Z:-1
N0000065.RDB,   X:1, Z:0
B0000002.RDB,   X:1, Z:1
B0000014.RDB,   X:2, Z:0

Dungeon: Ruins of The Gaersly Cabin
Type: Natural Cave
Total Size: 8
B0000014.RDB,   X:-1, Z:0
B0000009.RDB,   X:0, Z:-1
N0000000.RDB,   X:0, Z:0
B0000010.RDB,   X:0, Z:1
B0000004.RDB,   X:1, Z:-1
N0000002.RDB,   X:1, Z:0
B0000002.RDB,   X:1, Z:1
B0000011.RDB,   X:2, Z:0

Dungeon: Tower Yeomhart
Type: Barbarian Stronghold
Total Size: 10
B0000008.RDB,   X:-1, Z:0
B0000005.RDB,   X:-1, Z:1
B0000003.RDB,   X:0, Z:-1
N0000078.RDB,   X:0, Z:0
N0000089.RDB,   X:0, Z:1
B0000001.RDB,   X:0, Z:2
B0000012.RDB,   X:1, Z:-1
N0000057.RDB,   X:1, Z:0
B0000013.RDB,   X:1, Z:1
B0000009.RDB,   X:2, Z:0

Dungeon: Ruins of The Hold of Moorford
Type: Giant Stronghold
Total Size: 8
B0000012.RDB,   X:-1, Z:0
B0000003.RDB,   X:-1, Z:1
B0000000.RDB,   X:0, Z:-1
N0000015.RDB,   X:0, Z:0
W0000026.RDB,   X:0, Z:1
B0000007.RDB,   X:0, Z:2
B0000009.RDB,   X:1, Z:0
B0000007.RDB,   X:1, Z:1

Dungeon: Ruins of Old Elabyth's Hovel
Type: Coven
Total Size: 11
B0000013.RDB,   X:-1, Z:0
B0000011.RDB,   X:0, Z:-1
N0000038.RDB,   X:0, Z:0
B0000005.RDB,   X:0, Z:1
B0000011.RDB,   X:1, Z:-1
W0000011.RDB,   X:1, Z:0
B0000006.RDB,   X:1, Z:1
B0000001.RDB,   X:2, Z:-1
N0000049.RDB,   X:2, Z:0
B0000000.RDB,   X:2, Z:1
B0000011.RDB,   X:3, Z:0

Dungeon: Yagthor
Type: Giant Stronghold
Total Size: 14
B0000012.RDB,   X:-2, Z:0
B0000004.RDB,   X:-1, Z:-1
N0000065.RDB,   X:-1, Z:0
B0000013.RDB,   X:-1, Z:1
B0000001.RDB,   X:0, Z:-1
N0000080.RDB,   X:0, Z:0
B0000009.RDB,   X:0, Z:1
B0000000.RDB,   X:1, Z:-1
N0000013.RDB,   X:1, Z:0
B0000011.RDB,   X:1, Z:1
B0000002.RDB,   X:2, Z:-1
N0000019.RDB,   X:2, Z:0
B0000013.RDB,   X:2, Z:1
B0000009.RDB,   X:3, Z:0

Dungeon: The Quarry of Perard
Type: Mine
Total Size: 10
B0000005.RDB,   X:-2, Z:-1
B0000000.RDB,   X:-1, Z:-2
N0000074.RDB,   X:-1, Z:-1
B0000004.RDB,   X:-1, Z:0
B0000009.RDB,   X:0, Z:-2
W0000013.RDB,   X:0, Z:-1
N0000049.RDB,   X:0, Z:0
B0000004.RDB,   X:0, Z:1
B0000008.RDB,   X:1, Z:-1
B0000004.RDB,   X:1, Z:0

Dungeon: Castle Ashfield
Type: Ruined Castle
Total Size: 8
B0000005.RDB,   X:-1, Z:0
B0000008.RDB,   X:-1, Z:1
B0000005.RDB,   X:0, Z:-1
W0000023.RDB,   X:0, Z:0
N0000056.RDB,   X:0, Z:1
B0000012.RDB,   X:0, Z:2
B0000008.RDB,   X:1, Z:0
B0000008.RDB,   X:1, Z:1

Dungeon: Tower Masterham
Type: Ruined Castle
Total Size: 8
B0000007.RDB,   X:-1, Z:-1
B0000014.RDB,   X:-1, Z:0
B0000004.RDB,   X:0, Z:-2
N0000043.RDB,   X:0, Z:-1
N0000034.RDB,   X:0, Z:0
B0000014.RDB,   X:0, Z:1
B0000010.RDB,   X:1, Z:-1
B0000010.RDB,   X:1, Z:0

Dungeon: Ruins of Old Elyrrya's Place
Type: Spider Nest
Total Size: 11
B0000014.RDB,   X:-1, Z:-2
B0000008.RDB,   X:-1, Z:-1
B0000001.RDB,   X:-1, Z:0
B0000003.RDB,   X:0, Z:-3
N0000077.RDB,   X:0, Z:-2
W0000013.RDB,   X:0, Z:-1
N0000078.RDB,   X:0, Z:0
B0000007.RDB,   X:0, Z:1
B0000014.RDB,   X:1, Z:-2
B0000012.RDB,   X:1, Z:-1
B0000006.RDB,   X:1, Z:0

Dungeon: Ruins of Gaering Manor
Type: Spider Nest
Total Size: 10
B0000002.RDB,   X:-1, Z:0
B0000012.RDB,   X:-1, Z:1
B0000010.RDB,   X:0, Z:-1
N0000035.RDB,   X:0, Z:0
N0000070.RDB,   X:0, Z:1
B0000002.RDB,   X:0, Z:2
B0000003.RDB,   X:1, Z:-1
W0000012.RDB,   X:1, Z:0
B0000011.RDB,   X:1, Z:1
B0000012.RDB,   X:2, Z:0

Dungeon: Ruins of Masterwing Manor
Type: Ruined Castle
Total Size: 13
B0000013.RDB,   X:-2, Z:0
B0000009.RDB,   X:-1, Z:-1
N0000035.RDB,   X:-1, Z:0
B0000005.RDB,   X:-1, Z:1
B0000004.RDB,   X:-1, Z:2
B0000001.RDB,   X:0, Z:-1
W0000026.RDB,   X:0, Z:0
N0000076.RDB,   X:0, Z:1
N0000051.RDB,   X:0, Z:2
B0000014.RDB,   X:0, Z:3
B0000003.RDB,   X:1, Z:0
B0000001.RDB,   X:1, Z:1
B0000008.RDB,   X:1, Z:2

Dungeon: The Nest of Verog
Type: Spider Nest
Total Size: 8
B0000005.RDB,   X:-1, Z:0
B0000004.RDB,   X:0, Z:-1
N0000059.RDB,   X:0, Z:0
B0000001.RDB,   X:0, Z:1
B0000011.RDB,   X:1, Z:-1
N0000043.RDB,   X:1, Z:0
B0000007.RDB,   X:1, Z:1
B0000004.RDB,   X:2, Z:0

Dungeon: The Elyzanna Coven
Type: Coven
Total Size: 8
B0000000.RDB,   X:-2, Z:0
B0000009.RDB,   X:-1, Z:-1
W0000000.RDB,   X:-1, Z:0
B0000006.RDB,   X:-1, Z:1
B0000000.RDB,   X:0, Z:-1
N0000063.RDB,   X:0, Z:0
B0000013.RDB,   X:0, Z:1
B0000008.RDB,   X:1, Z:0

Dungeon: Ruins of Hawkhart Court
Type: Vampire Haunt
Total Size: 8
B0000003.RDB,   X:-1, Z:0
B0000004.RDB,   X:0, Z:-1
W0000025.RDB,   X:0, Z:0
B0000012.RDB,   X:0, Z:1
B0000002.RDB,   X:1, Z:-1
N0000018.RDB,   X:1, Z:0
B0000011.RDB,   X:1, Z:1
B0000010.RDB,   X:2, Z:0

Dungeon: Ruins of Woodwing Tower
Type: Spider Nest
Total Size: 12
B0000003.RDB,   X:-1, Z:-1
B0000001.RDB,   X:-1, Z:0
B0000006.RDB,   X:0, Z:-2
W0000011.RDB,   X:0, Z:-1
N0000091.RDB,   X:0, Z:0
B0000005.RDB,   X:0, Z:1
B0000009.RDB,   X:1, Z:-3
N0000022.RDB,   X:1, Z:-2
N0000002.RDB,   X:1, Z:-1
B0000006.RDB,   X:1, Z:0
B0000007.RDB,   X:2, Z:-2
B0000011.RDB,   X:2, Z:-1

Dungeon: The Moorsmith Burial Ground
Type: Forgotten Cemetery
Total Size: 5
B0000007.RDB,   X:-1, Z:0
B0000014.RDB,   X:0, Z:-1
M0000005.RDB,   X:0, Z:0
B0000012.RDB,   X:0, Z:1
B0000000.RDB,   X:1, Z:0

Dungeon: Ruins of Ashsmith Palace
Type: Barbarian Stronghold
Total Size: 8
B0000006.RDB,   X:-1, Z:-1
B0000004.RDB,   X:-1, Z:0
B0000004.RDB,   X:0, Z:-2
W0000003.RDB,   X:0, Z:-1
N0000087.RDB,   X:0, Z:0
B0000005.RDB,   X:0, Z:1
B0000008.RDB,   X:1, Z:-1
B0000006.RDB,   X:1, Z:0

Dungeon: Ruins of Old Morgyvyra's Farm
Type: Human Stronghold
Total Size: 8
B0000006.RDB,   X:-1, Z:0
B0000006.RDB,   X:-1, Z:1
B0000009.RDB,   X:0, Z:-1
N0000025.RDB,   X:0, Z:0
N0000047.RDB,   X:0, Z:1
B0000013.RDB,   X:0, Z:2
B0000014.RDB,   X:1, Z:0
B0000009.RDB,   X:1, Z:1

Dungeon: The Demither Shrine
Type: Desecrated Temple
Total Size: 8
B0000000.RDB,   X:-1, Z:-1
B0000012.RDB,   X:-1, Z:0
B0000003.RDB,   X:0, Z:-2
N0000040.RDB,   X:0, Z:-1
W0000006.RDB,   X:0, Z:0
B0000000.RDB,   X:0, Z:1
B0000002.RDB,   X:1, Z:-1
B0000005.RDB,   X:1, Z:0

Dungeon: The Tomb of Magnivarulon
Type: Crypt
Total Size: 12
B0000007.RDB,   X:-1, Z:-2
B0000013.RDB,   X:-1, Z:-1
B0000006.RDB,   X:-1, Z:0
B0000006.RDB,   X:0, Z:-3
N0000073.RDB,   X:0, Z:-2
N0000014.RDB,   X:0, Z:-1
N0000003.RDB,   X:0, Z:0
B0000013.RDB,   X:0, Z:1
B0000008.RDB,   X:1, Z:-2
N0000051.RDB,   X:1, Z:-1
B0000009.RDB,   X:1, Z:0
B0000004.RDB,   X:2, Z:-1

Dungeon: Ruins of Buckingsmith Manor
Type: Vampire Haunt
Total Size: 8
B0000014.RDB,   X:-1, Z:-1
B0000003.RDB,   X:-1, Z:0
B0000013.RDB,   X:0, Z:-2
N0000033.RDB,   X:0, Z:-1
N0000073.RDB,   X:0, Z:0
B0000009.RDB,   X:0, Z:1
B0000002.RDB,   X:1, Z:-1
B0000008.RDB,   X:1, Z:0

Dungeon: The Graves of Woodsmith
Type: Forgotten Cemetery
Total Size: 5
B0000005.RDB,   X:-1, Z:0
B0000010.RDB,   X:0, Z:-1
M0000008.RDB,   X:0, Z:0
B0000005.RDB,   X:0, Z:1
B0000009.RDB,   X:1, Z:0

Dungeon: Ruins of Greensmith Manor
Type: Natural Cave
Total Size: 13
B0000012.RDB,   X:-1, Z:-2
B0000011.RDB,   X:-1, Z:-1
B0000000.RDB,   X:-1, Z:0
B0000006.RDB,   X:0, Z:-3
N0000018.RDB,   X:0, Z:-2
N0000027.RDB,   X:0, Z:-1
N0000046.RDB,   X:0, Z:0
B0000003.RDB,   X:0, Z:1
B0000008.RDB,   X:1, Z:-2
B0000004.RDB,   X:1, Z:-1
W0000022.RDB,   X:1, Z:0
B0000003.RDB,   X:1, Z:1
B0000010.RDB,   X:2, Z:0



Block Count Breakdown For This Region:

B0000009.RDB:  122
B0000004.RDB:  115
B0000007.RDB:  114
B0000006.RDB:  105
B0000000.RDB:  105
B0000014.RDB:  98
B0000005.RDB:  94
B0000011.RDB:  94
B0000003.RDB:  93
B0000012.RDB:  93
B0000002.RDB:  93
B0000013.RDB:  92
B0000001.RDB:  90
B0000008.RDB:  82
B0000010.RDB:  80
W0000018.RDB:  13
N0000063.RDB:  11
W0000017.RDB:  10
W0000011.RDB:  9
W0000015.RDB:  9
W0000023.RDB:  9
W0000016.RDB:  9
N0000009.RDB:  9
N0000008.RDB:  8
W0000020.RDB:  8
W0000029.RDB:  8
N0000050.RDB:  8
W0000008.RDB:  8
N0000020.RDB:  8
W0000027.RDB:  8
M0000002.RDB:  7
N0000017.RDB:  7
W0000028.RDB:  7
N0000070.RDB:  7
W0000000.RDB:  7
N0000038.RDB:  7
W0000007.RDB:  7
W0000013.RDB:  7
N0000018.RDB:  7
W0000022.RDB:  7
W0000006.RDB:  7
W0000002.RDB:  7
N0000033.RDB:  7
N0000087.RDB:  6
M0000003.RDB:  6
W0000021.RDB:  6
N0000005.RDB:  6
W0000014.RDB:  6
N0000034.RDB:  6
N0000074.RDB:  6
M0000001.RDB:  6
W0000005.RDB:  6
W0000004.RDB:  6
N0000083.RDB:  5
W0000003.RDB:  5
M0000005.RDB:  5
N0000059.RDB:  5
N0000085.RDB:  5
W0000025.RDB:  5
N0000002.RDB:  5
N0000089.RDB:  5
N0000091.RDB:  5
W0000026.RDB:  5
N0000072.RDB:  5
N0000069.RDB:  5
N0000054.RDB:  5
M0000000.RDB:  5
M0000008.RDB:  5
N0000003.RDB:  5
N0000011.RDB:  5
W0000019.RDB:  5
W0000009.RDB:  4
W0000010.RDB:  4
N0000064.RDB:  4
N0000067.RDB:  4
W0000012.RDB:  4
N0000035.RDB:  4
M0000004.RDB:  4
N0000042.RDB:  4
N0000081.RDB:  4
N0000029.RDB:  4
N0000079.RDB:  4
N0000048.RDB:  4
N0000025.RDB:  4
N0000088.RDB:  4
N0000057.RDB:  4
N0000031.RDB:  4
N0000049.RDB:  4
W0000024.RDB:  4
N0000077.RDB:  4
N0000044.RDB:  4
M0000007.RDB:  4
N0000027.RDB:  4
N0000015.RDB:  4
N0000040.RDB:  4
N0000068.RDB:  4
N0000012.RDB:  4
N0000052.RDB:  4
N0000000.RDB:  4
N0000073.RDB:  4
N0000028.RDB:  3
N0000026.RDB:  3
N0000032.RDB:  3
N0000061.RDB:  3
W0000001.RDB:  3
N0000001.RDB:  3
N0000036.RDB:  3
N0000041.RDB:  3
N0000080.RDB:  3
N0000051.RDB:  3
N0000019.RDB:  3
N0000043.RDB:  3
N0000092.RDB:  3
N0000065.RDB:  3
N0000078.RDB:  3
N0000090.RDB:  2
N0000006.RDB:  2
N0000076.RDB:  2
N0000039.RDB:  2
N0000023.RDB:  2
N0000075.RDB:  2
N0000010.RDB:  2
N0000007.RDB:  2
N0000053.RDB:  2
N0000014.RDB:  2
N0000022.RDB:  2
N0000021.RDB:  2
N0000071.RDB:  2
N0000045.RDB:  2
N0000016.RDB:  2
N0000060.RDB:  2
N0000047.RDB:  2
N0000004.RDB:  2
N0000056.RDB:  2
N0000062.RDB:  2
N0000024.RDB:  1
N0000082.RDB:  1
N0000086.RDB:  1
N0000037.RDB:  1
N0000084.RDB:  1
N0000030.RDB:  1
N0000055.RDB:  1
N0000013.RDB:  1
N0000046.RDB:  1

END
